establishment_name,state,naics_code,inspection_date,year
"FOOD LION, LLC DBA FOOD LION #89",NC,445110.0,2006-05-08,2006
"ANCHOR FOODS, INC. DBA SAVE-A-LOT OF FRANKFORT",KY,445110.0,2011-06-30,2011
TEDS RED APPLE,WA,445110.0,2010-06-30,2010
ALBERTSON'S FOOD AND DRUG STORE,NV,445110.0,2003-06-30,2003
SUPER 7 GROCERY STORE,AR,445110.0,2010-07-20,2010
GOOD CHOICE INC,PR,445110.0,2013-06-11,2013
"WINCO FOODS, LLC",NV,445110.0,2013-04-29,2013
VONS A SAFEWAY COMPANY,CA,445110.0,2014-09-12,2014
FOOD LION STORE # 0987,VA,445110.0,2012-05-01,2012
TIDYMAN'S LLC DBA EAST COUNTY MARKET #204,MT,445110.0,2003-02-21,2003
STOP & SHOP,NY,445110.0,2004-03-23,2004
SAFEWAY INC,OR,445110.0,2008-07-30,2008
"INGLES MARKETS, INCORPORATED",NC,445110.0,2010-01-04,2010
SAFEWAY INC,OR,445110.0,2010-01-12,2010
SAFEWAY FOOD STORES INC,WA,445110.0,2013-03-22,2013
SMITH'S FOOD & DRUG CENTERS INC,UT,445110.0,2011-05-02,2011
SAFEWAY INC,MD,445110.0,2011-08-26,2011
VG'S FOOD CTR,MI,445110.0,2011-07-18,2011
SUPER FRESH STORE #463,NJ,445110.0,2003-04-09,2003
GIANT EAGLE,OH,445110.0,2008-04-03,2008
SAFEWAY,CA,445110.0,2010-09-14,2010
"FOOD LION , LLC STORE #2591",NC,445110.0,2010-07-27,2010
HENNING'S MARKET INC,PA,445110.0,2003-09-10,2003
PAYLESS FOOD,CA,445110.0,2005-06-30,2005
SAFEWAY STORES INC,WA,445110.0,2011-03-15,2011
STATER BROS MARKETS #81,CA,445110.0,2007-10-02,2007
QFC-863,WA,445110.0,2004-07-20,2004
FIESTA FOODS,WA,445110.0,2007-03-20,2007
"SAFEWAY, INC.",CA,445110.0,2013-09-06,2013
"DOLLAR WORTH, LLC",NY,445110.0,2006-02-21,2006
RALEY'S SUPERSTORE #108,NV,445110.0,2014-05-08,2014
ALBERTSON'S,NV,445110.0,2005-12-12,2005
BI LO LLC,TN,445110.0,2012-04-12,2012
EMPRESAS CORDERO BADILLO,PR,445110.0,2006-03-21,2006
SAFEWAY #252,WA,445110.0,2008-01-04,2008
"COUNTRY MARKET, INC.",NC,445110.0,2009-01-06,2009
"FOOD LION, LLC",NC,445110.0,2009-07-28,2009
CHEVRON STATION #1002,WA,445110.0,2010-11-29,2010
"THORNE FOODS, INC.- WARREN",PA,445110.0,2010-10-20,2010
WHOLE FOODS MARKET,NJ,445110.0,2010-11-03,2010
GIANT FOOD STORE #765,VA,445110.0,2005-12-16,2005
HOUSTON AVE MARKET,CA,445110.0,2008-11-19,2008
HAGGEN INC,OR,445110.0,2003-04-04,2003
COSTCO,CA,445110.0,2012-06-22,2012
SAUBEL'S MARKET,PA,445110.0,2007-10-15,2007
OLESONS FOODS INC,MI,445110.0,2007-01-17,2007
SMITH'S FOOD & DRUG #381,NV,445110.0,2007-02-22,2007
STOP & SHOP SUPERMARKETS,MA,445110.0,2007-06-07,2007
THE GREAT A & P TEA CO.,NJ,445110.0,2005-01-04,2005
KROGER,TX,445110.0,2010-10-18,2010
"HOUCHENS FOOD GROUP, INC. DBA SAVE-A-LOT #120",KY,445110.0,2008-08-14,2008
RALEY'S,CA,445110.0,2004-02-13,2004
COOPERATIVA DE CONSUMIDORES DEL NOROESTE INC,PR,445110.0,2005-05-19,2005
TRI TOWN FOODS,CT,445110.0,2009-10-19,2009
SAFEWAY INC STORE #0984,CA,445110.0,2013-04-05,2013
RALEY'S,CA,445110.0,2010-08-16,2010
"CARDENAS MARKET, INC.",CA,445110.0,2010-03-10,2010
STADIUM THRIFTWAY,WA,445110.0,2009-08-12,2009
TRADER JOE'S,CA,445110.0,2008-06-25,2008
SAFEWAY INC.,CA,445110.0,2007-02-23,2007
"HY-VEE, INC.",IL,445110.0,2009-10-15,2009
WALMART,CA,445110.0,2010-05-03,2010
"SAFEWAY, INC.",CO,445110.0,2007-02-26,2007
FELPAUSCH #279,MI,445110.0,2005-03-03,2005
ALBERTSON'S,CA,445110.0,2005-10-12,2005
ALBERTSON'S DBA JEWEL-OSCO,IL,445110.0,2003-04-10,2003
EXTRA SUPERMARKET,NJ,445110.0,2007-12-21,2007
"LOWES FOOD STORES, INC.",NC,445110.0,2012-11-07,2012
PRICE CHOPPER,VT,445110.0,2010-06-11,2010
SAFEWAY #1449,WA,445110.0,2006-12-21,2006
SAFEWAY INC,OR,445110.0,2003-02-24,2003
RALEY'S,CA,445110.0,2004-11-04,2004
"INGLES MARKETS, INCORPORATED",NC,445110.0,2010-07-20,2010
"INGLES MARKETS, INCORPORATED",NC,445110.0,2010-01-12,2010
"ALBERTSON'S, INC.",AZ,445110.0,2003-11-21,2003
SAFEWAY INC,OR,445110.0,2012-02-24,2012
"WHOLE FOODS MARKET, INC.",NJ,445110.0,2006-01-18,2006
"SAFEWAY, INC.",CA,445110.0,2012-05-09,2012
SHOPPERS FOOD WAREHOUSE,VA,445110.0,2005-06-02,2005
C & K EXPRESS LLC,OR,445110.0,2010-07-12,2010
MEIJER INC #63,MI,445110.0,2006-05-19,2006
RALPHS GROCERY - STORE 178,CA,445110.0,2006-02-24,2006
WINCO FOODS,CA,445110.0,2004-02-04,2004
FOODLION,VA,445110.0,2013-07-19,2013
ALBERTSONS #463,WA,445110.0,2010-09-22,2010
MCK MANAGEMENT INC,OR,445110.0,2003-02-24,2003
PIGGLY WIGGLY,NC,445110.0,2009-09-18,2009
CASO'S COUNTRY FOODS INC,WA,445110.0,2008-12-16,2008
RICHLAND FOOD PAVILION #863,WA,445110.0,2008-03-13,2008
"ALDI, INC., SALISBURY DIVISION - STORE 96",NC,445110.0,2011-02-16,2011
ELTORITO MARKET,ID,445110.0,2004-11-10,2004
ROSAUERS SUPERMARKETS INC,OR,445110.0,2004-04-07,2004
AMERICAN FAMILY MARKET,PA,445110.0,2007-02-09,2007
VALLARTA SUPERMARKETS,CA,445110.0,2013-08-02,2013
FOOD LION GROCERY #2166,GA,445110.0,2009-12-17,2009
NEW ALBERTSONS INC,OR,445110.0,2008-11-05,2008
"MCLANE/SUNEAST, INC.",FL,445110.0,2006-01-18,2006
ALBERTSON'S,CA,445110.0,2010-10-28,2010
C & K MARKET INC,OR,445110.0,2003-03-18,2003
ENUMCLAW GROCERY OUTLET,WA,445110.0,2003-10-24,2003
RALPHS GROCERY CO,CA,445110.0,2004-06-02,2004
SUNNYSIDE SAVE-ON-FOODS #847,WA,445110.0,2012-04-11,2012
WHOLE FOODS MARKET #29,CA,445110.0,2007-08-17,2007
SAFEWAY #423,WA,445110.0,2012-02-24,2012
SAFEWAY INC,OR,445110.0,2003-12-03,2003
SAFEWAY,CA,445110.0,2009-01-29,2009
BLUE SKY MARKET,WA,445110.0,2003-09-22,2003
"VONS, A SAFEWAY COMPANY",CA,445110.0,2011-11-22,2011
CITISTOP LLC,NC,445110.0,2009-04-08,2009
WALMART DE PUERTO RICO INC DBA SAM'S CLUB,PR,445110.0,2004-12-22,2004
FOOD 4 LESS #791,NV,445110.0,2010-06-02,2010
SMITH'S FOOD & DRUG CENTER #366,NV,445110.0,2012-12-05,2012
SUPERMERCADO FACUNDO INC. HNC SUPERMERCADO ECONO,PR,445110.0,2004-04-28,2004
SHERMS THUNDERBIRD MARKET INC,OR,445110.0,2004-10-25,2004
SUPERVALU INC,MN,445110.0,2014-08-21,2014
SAFEWAY INC,OR,445110.0,2004-02-19,2004
GOOD CHOICES INC. DBA ECONO,PR,445110.0,2010-08-17,2010
"STOP & SHOP SUPERMARKET COMPANY, INCORPORATED",MA,445110.0,2011-01-07,2011
DEFENSE COMMISSARY AGENCY- FT BUCHANAN,PR,445110.0,2010-04-13,2010
HARVEST FOODS 5,WA,445110.0,2008-06-25,2008
LUCKY STORE # 757,CA,445110.0,2010-10-06,2010
FARMER JACK,MI,445110.0,2005-04-27,2005
RAINBOW FOODS,MN,445110.0,2009-07-24,2009
SAFEWAY #04-520,WA,445110.0,2010-11-15,2010
WINCO HOLDINGS INC,OR,445110.0,2009-09-10,2009
"KIM SOVANNA, LLC DBA PACIFIC RANCH SUPERMARKET",CA,445110.0,2009-08-17,2009
WOODLAND SAVE-ON-FOODS #625,WA,445110.0,2011-11-14,2011
C & K MARKET INC,OR,445110.0,2004-03-01,2004
EAST COAST WAREHOUSE DIST. INC.,NJ,445110.0,2011-07-21,2011
KINGSTON THRIFTWAY,WA,445110.0,2009-01-23,2009
"MERCHANTS DISTRIBUTORS, INC.",NC,445110.0,2004-11-03,2004
MERMAID MEAT CORP DBA FINE FARE SUPERMARKETS,NY,445110.0,2011-04-01,2011
TRADER JOES COMPANY,WA,445110.0,2012-05-03,2012
WINCO FOODS INC.,NV,445110.0,2008-03-28,2008
FIESTA FOODS OF SUNNYSIDE,WA,445110.0,2014-02-25,2014
HARMONS,UT,445110.0,2006-05-25,2006
"SHAW'S SUPERMARKETS, INC.",VT,445110.0,2010-10-29,2010
HUTCHINSON FOOD & DRUG,MI,445110.0,2010-12-03,2010
ALBERTSONS,CA,445110.0,2007-07-17,2007
E.A. BERG & SONS INC.,NJ,445110.0,2003-05-30,2003
KROGER STORE 636,GA,445110.0,2011-07-21,2011
THE KROGER COMPANY DBA RALPHS/FOOD4LESS GROCERY CO,CA,445110.0,2010-02-25,2010
SAFEWAY #385,WA,445110.0,2010-02-02,2010
ALDI (NC) LLC - STORE # 9,NC,445110.0,2011-02-25,2011
NEW SEASONS MARKET LLC,OR,445110.0,2010-10-21,2010
KROGER,WV,445110.0,2010-08-05,2010
FOODS CO,CA,445110.0,2007-12-11,2007
TRIUNFO IMPORT & EXPORT FOOD CORP.,NJ,445110.0,2010-05-13,2010
CARNICERIA LA MAS BARATA,WA,445110.0,2013-06-03,2013
"ZEHR FOODS, INC. D/B/A MINIER IGA",IL,445110.0,2009-12-15,2009
SAFEWAY INC,OR,445110.0,2004-04-12,2004
EUREKA GROCERY OUTLET,CA,445110.0,2010-07-30,2010
DELHAIZE GROUP DBA FOOD LION LLC STORE #437,VA,445110.0,2006-12-11,2006
AKINS FOODS INC DBA AKINS FOOD CENTER #380,WA,445110.0,2006-06-28,2006
"E H CONSTRUCTION, LLC",KY,445110.0,2006-08-30,2006
MEIJER STORES LIMITED PARTNERSHIP,OH,445110.0,2005-10-07,2005
SAV-A-LOT,WA,445110.0,2010-10-12,2010
"WHOLE FOODS MARKET CALIFORNIA, INC.",CA,445110.0,2013-01-15,2013
KROGER STORES,VA,445110.0,2013-10-09,2013
"INGLES MARKETS, INCORPORATED",NC,445110.0,2008-08-20,2008
"HARRIS TEETER,INC",NC,445110.0,2004-11-23,2004
RALEY'S SUPERMARKETS & DRUG CTRS - RED BLUFF STORE,CA,445110.0,2006-08-30,2006
NATURAL GROCERS BY VITAMIN COTTAGE,NM,445110.0,2014-04-15,2014
C-TOWN/DON BAUTASTA FOOD CORP.,NY,445110.0,2005-12-13,2005
SMART & FINAL INC,OR,445110.0,2008-11-26,2008
PITCO FOODS,CA,445110.0,2005-07-21,2005
TOP FOOD & DRUG #17,WA,445110.0,2007-03-27,2007
ALBERTSONS (STORE #6531),CA,445110.0,2008-03-19,2008
SAFEWAY INC DBA PAVILIONS #2230,CA,445110.0,2002-11-04,2002
SAFEWAY STORE #953-12,CA,445110.0,2005-04-06,2005
SAFEWAY,CA,445110.0,2003-08-20,2003
VALLARTA SUPERMARKET,CA,445110.0,2010-07-26,2010
ALLENS SUPER SAVE,UT,445110.0,2008-05-22,2008
"HARRIS TEETER, LLC STORE #306",NC,445110.0,2015-05-22,2015
ALBERTSONS #478,WA,445110.0,2006-11-08,2006
ALBERTSON'S,CA,445110.0,2003-12-10,2003
TARGET STORES,UT,445110.0,2004-02-18,2004
SAFEWAY FOOD AND DRUG,CA,445110.0,2005-06-13,2005
TODOS INC.,VA,445110.0,2008-09-04,2008
SAFEWAY INC,OR,445110.0,2004-01-13,2004
"SAFEWAY STORES, INC.",CA,445110.0,2004-07-29,2004
ALBERTSONS INC,OR,445110.0,2005-03-30,2005
KING SOOPERS INC. STORE #94- HOMESHOP,CO,445110.0,2003-07-03,2003
DEL SOL IGA #7,AZ,445110.0,2005-07-07,2005
SCOLARI'S FOOD AND DRUG #108,NV,445110.0,2014-01-03,2014
SHELTON RED APPLE MARKET,WA,445110.0,2009-01-28,2009
SAFEWAY INC.,WA,445110.0,2005-08-30,2005
"A.J. PEACHEY & SONS, INCORPORATED",PA,445110.0,2010-10-07,2010
MANUEL VILLA ENTERPRISES INC DBA LA PERLA TAPATIA,CA,445110.0,2010-12-27,2010
SNS FOODS INC DBA MIDDLETOWN MALL SHOP N SAVE,WV,445110.0,2005-04-12,2005
THE STOP & SHOP SUPERMARKET COMPANY LLC,NJ,445110.0,2006-08-25,2006
FOREST GROVE FOOD MARKET LLC,OR,445110.0,2013-03-08,2013
HARMONS,UT,445110.0,2004-01-14,2004
SAFEWAY INC,HI,445110.0,2006-06-27,2006
"HARRIS TEETER, INC.",NC,445110.0,2010-12-09,2010
VONS #2395,NV,445110.0,2005-11-07,2005
STOP & SHOP SUPERMARKET COMPANY LLC,CT,445110.0,2010-05-12,2010
"SAFEWAY, INC. STORE #1224",CA,445110.0,2004-03-04,2004
ALBERTSON'S #7254,CA,445110.0,2005-01-25,2005
DOMINICK'S FINER FOODS,IL,445110.0,2005-09-22,2005
SCOLARI'S FOOD & DRUG COMPANY #127,NV,445110.0,2014-03-20,2014
"MARTIN'S SUPER MARKET, INC.",IN,445110.0,2013-08-07,2013
"MADINA FOOD CENTER, INC.",CA,445110.0,2011-07-25,2011
BAY VALLEY FOODS LLC,WA,445110.0,2011-05-05,2011
"GIANT FOOD STORES, LLC",PA,445110.0,2006-04-07,2006
WINN DIXIE,NC,445110.0,2009-02-03,2009
RANCHO SAN MIGUEL MARKET,CA,445110.0,2011-05-03,2011
HEB DISTRIBUTION CENTER,TX,445110.0,2008-08-12,2008
ROGERS MARKET PLACE,WA,445110.0,2012-03-06,2012
"BI-LO, LLC",NC,445110.0,2009-12-09,2009
SAFEWAY RICHMOND BREAD PLANT,CA,445110.0,2006-09-21,2006
GRANDVIEW MARKET PLACE,WA,445110.0,2008-06-30,2008
FOSTERS SUPERMARKETS INC,MI,445110.0,2013-12-19,2013
ALBERTSONS INC,OR,445110.0,2004-01-14,2004
SAFEWAY INC,OR,445110.0,2011-03-03,2011
THE KROGER CO,MI,445110.0,2011-01-14,2011
WINCO FOODS,CA,445110.0,2008-06-17,2008
RALPHS GROCERY CO,CA,445110.0,2004-10-28,2004
"PUBLIX SUPER MARKETS, INC.",GA,445110.0,2010-02-03,2010
SU CASA IMPORTS INC,OR,445110.0,2010-02-04,2010
"BODEGA LATINA CORPORATION, DBA EL SUPER",CA,445110.0,2013-03-13,2013
LUNA COMERCIAL CORPORATION DBA PONCE CASH & CARRY,PR,445110.0,2009-10-19,2009
PACIFICFOOD DISTRIBUTION,CA,445110.0,2012-09-19,2012
"EARTH FARE, INC.",NC,445110.0,2009-03-20,2009
KROGER LIMITED PARTNERSHIP I,OH,445110.0,2008-02-11,2008
MAGRUDERS INC,VA,445110.0,2010-08-06,2010
M & S GROCERS INC,OR,445110.0,2009-02-11,2009
"INGLES MARKETS, INCORPORATED",NC,445110.0,2008-03-13,2008
A&P,NY,445110.0,2008-06-05,2008
GONZALEZ FOOD ENTERPRISES DBA VALLARTA SUPERMARKET,CA,445110.0,2013-08-16,2013
SAFEWAY INC. STORE # 0984,CA,445110.0,2013-10-09,2013
"SAFEWAY, INC.",AZ,445110.0,2008-10-23,2008
LUNA COMMERCIAL CORP,PR,445110.0,2009-03-25,2009
"THE FRESH MARKET, INC.",NC,445110.0,2015-02-03,2015
"SAVE MART SUPERMARKETS, INC. DBA FOODMAX #411",CA,445110.0,2003-01-14,2003
RALEY'S STORE #127,CA,445110.0,2007-07-12,2007
DEXTER FRUIT CORPORATION DBA BRAVO SUPERMARKET,RI,445110.0,2004-08-03,2004
FIESTA FOODS OF SUNNYSIDE,WA,445110.0,2008-01-08,2008
"OCEAN LOGISTICS, LLC",NY,445110.0,2006-04-06,2006
CSC SECURITY SERVICES,CA,445110.0,2009-08-13,2009
"CORE-MARK INTERNATIONAL, INC.",NV,445110.0,2006-07-11,2006
B & E 4 LLC,OR,445110.0,2007-07-03,2007
LML SUPERMARKETS INC.,NJ,445110.0,2010-03-29,2010
FOOD LION LLC,VA,445110.0,2012-05-24,2012
"TRIPLE J SAIPAN, INC.",MP,445110.0,2011-08-01,2011
SAFEWAY INC.,CA,445110.0,2004-06-14,2004
"WEGMANS FOOD MARKETS, INC.",NY,445110.0,2007-03-16,2007
SUPER CHINA MARKET LLC,UT,445110.0,2008-04-30,2008
DOMINICK'S FINER FOODS,IL,445110.0,2008-09-09,2008
FOOD 4 LESS,CA,445110.0,2007-07-31,2007
NAUDITTS THRIFT,WA,445110.0,2009-02-12,2009
EXCELL FOODS,WA,445110.0,2008-09-04,2008
VONS COMPANIES INC,CA,445110.0,2009-10-07,2009
PCC NATURAL MARKETS REDMOND,WA,445110.0,2008-11-04,2008
TRADER JOES #156,WA,445110.0,2009-10-12,2009
P & C FOOD MARKETS,PA,445110.0,2007-12-04,2007
STAR MARKETS LTD,HI,445110.0,2007-01-22,2007
"WAL-MART STORES, INC.",NV,445110.0,2014-04-16,2014
"SHOPPERS FOOD WAREHOUSE, STORE #2604",MD,445110.0,2003-06-17,2003
"BASHAS', INC.",AZ,445110.0,2004-01-28,2004
SAV MART SUPERMARKET INC,MI,445110.0,2005-09-06,2005
FRED MEYER #023,WA,445110.0,2005-09-16,2005
"HARRIS TEETER, INC.",NC,445110.0,2004-05-12,2004
"FOOD LION, LLC",NC,445110.0,2010-01-07,2010
"SAFEWAY, INC.",CA,445110.0,2013-11-06,2013
ALBERTSONS #407,WA,445110.0,2011-01-05,2011
"GIANT FOOD, L.L.C.",VA,445110.0,2004-10-20,2004
BOYER'S MARKET,PA,445110.0,2003-09-11,2003
TARGET STORES,UT,445110.0,2004-02-18,2004
FRY'S FOOD STORE #20,AZ,445110.0,2013-04-23,2013
ACE SERVICES INC.,KY,445110.0,2009-08-19,2009
TRADER JOES,WA,445110.0,2010-07-07,2010
SAFEWAY INC,OR,445110.0,2004-02-12,2004
DEFENSE COMMISSARY AGENCY,AK,445110.0,2006-12-04,2006
"MARINA FOOD, LLC",CA,445110.0,2011-04-06,2011
TRADER JOES,WA,445110.0,2010-07-07,2010
CHANG FA INC,OR,445110.0,2014-09-17,2014
"SMITH'S FOOD & DRUG CENTERS, INC.",AZ,445110.0,2003-10-06,2003
SAFEWAY,CA,445110.0,2009-05-05,2009
ALBERTSON'S INC.,UT,445110.0,2003-04-16,2003
ALBERTSONS #413,WA,445110.0,2011-08-09,2011
"K-VA-T FOOD STORES, INC. DBA FOOD CITY #428",KY,445110.0,2009-10-20,2009
RED APPLE MARKET,WA,445110.0,2011-07-27,2011
NEW ALBERTSONS INC,OR,445110.0,2009-04-09,2009
SAFEWAY STORE NO. 1279,DC,445110.0,2008-10-22,2008
DAVE'S MARKET,OH,445110.0,2009-06-17,2009
TRADER JOES #148,WA,445110.0,2007-02-15,2007
SMITH'S FOOD & DRUG #354,NV,445110.0,2009-05-28,2009
SAFEWAY #1930,WA,445110.0,2008-09-29,2008
ALBERTSONS INC,OR,445110.0,2003-01-15,2003
HANNAFORD DISTRIBUTION CENTER,NY,445110.0,2006-12-04,2006
NOB HILL FOODS,CA,445110.0,2007-04-03,2007
"VILLAGE INVESTMENTS, INC DBA VILLAGE MARKET",CA,445110.0,2009-07-07,2009
SAFEWAY FOOD & DRUG,NV,445110.0,2011-02-24,2011
NEW ALBERTSONS INC,OR,445110.0,2010-03-17,2010
C & K MARKET INC,OR,445110.0,2003-05-14,2003
SAFEWAY STORE 968-2,CA,445110.0,2005-08-03,2005
"PUBLIX SUPER MARKETS, INC.",FL,445110.0,2008-09-23,2008
WHOLE FOODS MARKET,WA,445110.0,2007-02-26,2007
SAFEWAY,CA,445110.0,2011-07-07,2011
DAVIS JUBILEE,UT,445110.0,2004-11-30,2004
CONSENTINO'S PRICE CHOPPER #157,MO,445110.0,2007-03-09,2007
KROGER LIMITED PARTNERSHIP 1,WV,445110.0,2007-07-18,2007
SAFEWAY INC,HI,445110.0,2011-01-20,2011
EDDIES OF ROLAND PARK,MD,445110.0,2003-05-23,2003
"WAL-MART STORES, INC. #5417",KY,445110.0,2009-07-28,2009
"EARTH FARE, INC.",NC,445110.0,2010-11-12,2010
TRADER JOE'S,CA,445110.0,2004-05-20,2004
C & K EXPRESS INC,OR,445110.0,2014-04-24,2014
THIEN LOI HOA SUPERMARKET,CA,445110.0,2008-06-23,2008
ALDI INC.,OH,445110.0,2010-10-26,2010
NEW ALBERTSONS INC,OR,445110.0,2011-02-23,2011
SENDIK'S FOOD MARKET,WI,445110.0,2004-03-16,2004
SAVE MART SUPERMARKETS,CA,445110.0,2011-07-20,2011
FRENCH BROAD TRADING COOPERATIVE,NC,445110.0,2008-03-20,2008
"WINN-DIXIE STORES, INC.",NC,445110.0,2011-09-19,2011
99 CENTS ONLY STORE,CA,445110.0,2008-08-26,2008
"P.S.K. SUPERMARKETS, LLC",NY,445110.0,2011-01-04,2011
"RALEY'S TM, INC. DBA RALEY'S STORE #307",CA,445110.0,2011-02-11,2011
"BASHAS', INC.",AZ,445110.0,2007-12-28,2007
FOOD LION LLC,NC,445110.0,2015-02-05,2015
R & M FOODS INC,OR,445110.0,2011-01-11,2011
SAFEWAY STORE #2919,CO,445110.0,2011-04-08,2011
"RODGERS BUILDERS, INC.",NC,445110.0,2008-11-05,2008
SECURITAS SECURITY SERVICES USA INC,CA,445110.0,2004-08-25,2004
SAFEWAY #333,WA,445110.0,2010-09-29,2010
WHOLE FOODS MARKET,MA,445110.0,2003-04-30,2003
KROGER LIMITED PARTNERSHIP I DBA KROGER FOOD STORE,KY,445110.0,2008-07-31,2008
WINCO FOODS #2,WA,445110.0,2007-10-24,2007
"PUBLIX SUPERMARKETS, INC. STORE # 434",FL,445110.0,2010-06-11,2010
TRADER JOE'S,CA,445110.0,2003-07-02,2003
CITY MARKET STORE #437,CO,445110.0,2006-03-06,2006
RAINBOW FOODS,GA,445110.0,2011-08-02,2011
"INGLES MARKETS, INCORPORATED",NC,445110.0,2009-10-08,2009
"FOOD LION, LLC BLOOM #564",NC,445110.0,2009-05-13,2009
KROGER COMPANY STORE # 994,IN,445110.0,2007-11-07,2007
"SAVE MART SUPERMARKETS, STORE #602",CA,445110.0,2011-10-19,2011
MACEYS INC,UT,445110.0,2011-02-22,2011
KVMARTCO DBA VALU PLUS FOOD WAREHOUSES,CA,445110.0,2011-04-11,2011
STATER BROTHERS MARKETS,CA,445110.0,2004-03-08,2004
SAFEWAY INC,CA,445110.0,2009-09-15,2009
ALS IGA,WA,445110.0,2009-07-16,2009
SAVE MART DBA FOOD MAX,CA,445110.0,2004-05-07,2004
PARRIOTT ENTERPRISES INC.DBA TWAIN HARTE MARKET,CA,445110.0,2008-11-19,2008
NORTH STATE GROCERY,CA,445110.0,2010-10-21,2010
SAVE MART DBA FOOD MAXX #471,CA,445110.0,2005-01-11,2005
"UNIFIED GROCERS, INC.",CA,445110.0,2008-04-02,2008
"FOOD LION, LLC",NC,445110.0,2008-10-16,2008
TRADER JOE'S COMPANY,CA,445110.0,2013-01-22,2013
ALBERTSONS #416,WA,445110.0,2009-05-12,2009
SAFEWAY INC. CARRS QUALITY CENTER,AK,445110.0,2007-11-09,2007
WAL-MART #5167,UT,445110.0,2012-02-28,2012
KRAMERS FOOD EXPRESS,MI,445110.0,2005-03-25,2005
SUPER STOP & SHOP,NY,445110.0,2010-09-01,2010
ALBERTSON'S LLC,AZ,445110.0,2014-05-28,2014
"TRACE, INCORPORATED",WA,445110.0,2004-01-27,2004
MCK MANAGEMENT INC,OR,445110.0,2008-08-14,2008
"STOP & SHOP SUPERMARKET, STORE #667",CT,445110.0,2011-04-21,2011
MARKET OF CHOICE INC,OR,445110.0,2014-08-14,2014
FATE GROCERY STORE,TX,445110.0,2006-11-21,2006
KHOURY'S MARKETPLACE,NV,445110.0,2010-02-25,2010
STAR MARKETS LTD,HI,445110.0,2007-02-12,2007
ALBERTSONS #7113,CA,445110.0,2005-05-20,2005
3-J'S FOOD MART,KY,445110.0,2007-07-26,2007
STOP & SHOP SUPERMARKET COMPANY,MA,445110.0,2005-10-17,2005
"STOP & SHOP SUPERMARKET,",MA,445110.0,2008-10-29,2008
THE KROGER CO,TN,445110.0,2013-08-22,2013
"FOOD LION, INC.",SC,445110.0,2008-04-23,2008
SAFEWAY #539,WA,445110.0,2008-05-29,2008
SAFEWAY STORES INC (DE),WA,445110.0,2004-11-30,2004
SUPERMERCADO ECONO FACUNDO HNC VILLA CAROLINA,PR,445110.0,2010-07-28,2010
RALEY'S,CA,445110.0,2005-03-02,2005
SAFEWAY,AZ,445110.0,2013-09-26,2013
NECCO INC DBA FRESHMART,PR,445110.0,2014-04-30,2014
SAFEWAY STORE #1634,CO,445110.0,2008-08-27,2008
TOP FOODS #29,WA,445110.0,2008-11-20,2008
MINERS INC DBA SUPER ONE FOODS,MN,445110.0,2012-04-19,2012
SAFEWAY INC,OR,445110.0,2003-06-27,2003
"DILLON COMPANIES, INC. DBA KING SOOPERS #38",CO,445110.0,2006-08-29,2006
THE KROGER COMPANY,TN,445110.0,2006-07-19,2006
TEDS RED APPLE,WA,445110.0,2008-07-21,2008
"FOOD LION, LLC",NC,445110.0,2013-04-26,2013
"WHOLE FOODS MARKET, INC.",CA,445110.0,2011-11-08,2011
"HAYS FOOD TOWN, INC.",AR,445110.0,2005-05-10,2005
ALBERTSONS DISTRIBUTION,UT,445110.0,2009-12-16,2009
MORAN FOODS INC,NY,445110.0,2009-12-09,2009
LA PERLA TAPATIA INC,CA,445110.0,2004-01-16,2004
"WINN DIXIE SUPERMARKETS, INC.",FL,445110.0,2004-03-17,2004
STATER BROS MARKET,CA,445110.0,2014-08-25,2014
UNKNOWN,PA,445110.0,2011-07-06,2011
SAFEWAY,VA,445110.0,2009-03-20,2009
WRAYS THRIFTWAY,WA,445110.0,2005-05-06,2005
HANNAFORD FOOD & DRUG,VT,445110.0,2008-04-22,2008
"INGLES MARKETS, INCORPORATED",NC,445110.0,2009-09-29,2009
"INGLES MARKETS, INCORPORATED",NC,445110.0,2009-06-30,2009
DICKS SUPERMARKETS INC,UT,445110.0,2010-10-20,2010
TRADER JOES #156,WA,445110.0,2011-11-22,2011
"Q & H, LLC DBA SUNSET SUPERMARKET",CA,445110.0,2003-01-28,2003
KING SOOPERS STORE # 3,CO,445110.0,2010-04-15,2010
"DELHAIZE AMERICA, LLC DBA FOOD LION, INC.",NC,445110.0,2013-06-19,2013
"WEIS MARKET, INC.",MD,445110.0,2003-06-16,2003
ALBERTSONS INC,WA,445110.0,2003-12-15,2003
BARBUR WORLD FOODS INC,OR,445110.0,2014-05-28,2014
C & K MARKET DBA RAY'S FOOD PLACE #23,CA,445110.0,2006-10-13,2006
MARC'S,OH,445110.0,2009-01-21,2009
KROGER,OH,445110.0,2007-05-23,2007
SHOP 'N SAVE,MO,445110.0,2007-06-05,2007
GREAT ATLANTIC & PACIFIC TEA CO/ SUPERFRESH,MD,445110.0,2008-04-02,2008
RALPHS GROCERY CO,CA,445110.0,2009-03-19,2009
KING SOOPERS,CO,445110.0,2005-01-28,2005
SMITH'S FOOD & DRUG STORE #378,NV,445110.0,2005-05-19,2005
NEW ALBERTSONS INC,CA,445110.0,2003-06-19,2003
SUPER 1 FOODS,MT,445110.0,2011-01-19,2011
FOOD MAXX,CA,445110.0,2005-02-14,2005
